星上时间,反向数控衰减数据TMZ123源码,馈电1俯仰角TMZ150工程值,接收阵波束3方位角TMZ159工程值,接收阵波束4俯仰角TMZ162工程值,发射等通量模式TMZ194工程值,发射阵1-波束2衰减量TMZ296工程值,发射阵2-波束3ALC控制量TMZ341工程值,发射阵2-波束4ALCTMZ322工程值,发射阵1-波束2衰减量TMZ296源码,发射2-波束4ALC控制量（快）TMZ122源码,发射阵2-波束4衰减量TMZ338源码,接收阵波束3俯仰角TMZ160源码,发射阵1-波束3ALC控制量TMZ301工程值,接收阵波束1方位角TMZ155源码,发射阵1-波束1ALCTMZ279源码,馈电1方位角TMZ151工程值,发射阵1-波束3ALCTMZ281工程值,馈电2信关站TMZ152工程值,发射阵1-波束4衰减量TMZ298源码,馈电1方位角TMZ151源码,发射阵1-波束1衰减量TMZ295工程值,接收阵-波束1衰减量TMZ375工程值,发射等通量模式TMZ194源码,变频转发器锁定指示1TMZ204源码,发射阵1-波束4ALCTMZ282源码,发射阵2-波束3ALCTMZ321工程值,接收阵波束2俯仰角TMZ158源码,变频转发器锁定指示2TMZ205工程值,接收阵-波束2信道化控制量TMZ380源码,变频转发器前向变频功率TMZ061源码,发射阵2-波束2ALC控制量TMZ340源码,接收阵波束4方位角TMZ161源码,接收阵-波束4信道化控制量TMZ382源码,接收阵-波束2衰减量TMZ376工程值,发射阵2-波束2衰减量TMZ336工程值,发射阵2-波束1ALC控制量TMZ339工程值,发射阵2-波束1衰减量TMZ335工程值,发射阵1-波束4衰减量TMZ298工程值,变频转发器前向变频功率TMZ061工程值,发射2-波束4ALC控制量（快）TMZ122工程值,发射阵2-波束4衰减量TMZ338工程值,发射阵2-波束3ALC控制量TMZ341源码,接收阵-波束3信道化控制量TMZ381工程值,变频转发器锁定指示1TMZ204工程值,反向数控衰减数据TMZ123工程值,反向额定输入通量密度TMZ196工程值,发射阵2-波束3ALCTMZ321源码,接收阵波束4俯仰角TMZ162源码,馈电2方位角TMZ154工程值,变频转发器功放2功率TMZ208源码,馈电1信关站TMZ149源码,发射阵1-波束3衰减量TMZ297源码,发射阵1-波束2ALCTMZ280源码,变频转发器功放1功率TMZ060工程值,接收阵-波束1信道化控制量TMZ379源码,接收阵-波束3信道化控制量TMZ381源码,发射阵1-波束3衰减量TMZ297工程值,馈电1信关站TMZ149工程值,接收阵-波束4衰减量TMZ378工程值,变频转发器锁定指示2TMZ205源码,接收阵-波束2信道化控制量TMZ380工程值,发射阵1-波束1ALCTMZ279工程值,发射阵2-波束2ALCTMZ320工程值,发射阵2-波束3衰减量TMZ337源码,接收阵波束1俯仰角TMZ156源码,反向路径补偿模式TMZ195工程值,发射阵2-波束1ALC控制量TMZ339源码,发射阵1-波束3ALCTMZ281源码,接收阵-波束2衰减量TMZ376源码,馈电2俯仰角TMZ153工程值,接收阵-波束4信道化控制量TMZ382工程值,发射阵2-波束状态TMZ323工程值,反向额定输入通量密度TMZ196源码,馈电2信关站TMZ152源码,馈电2俯仰角TMZ153源码,接收阵-波束4衰减量TMZ378源码,发射阵2-波束4ALCTMZ322源码,发射阵2-波束3衰减量TMZ337工程值,变频转发器功放1功率TMZ060源码,发射阵1-波束3ALC控制量TMZ301源码,发射阵1-波束4ALC控制量TMZ302源码,发射阵2-波束2衰减量TMZ336源码,接收阵波束2方位角TMZ157工程值,接收阵波束3方位角TMZ159源码,发射阵2-波束1ALCTMZ319工程值,发射阵1-波束4ALCTMZ282工程值,反向路径补偿模式TMZ195源码,接收阵波束2俯仰角TMZ158工程值,发射阵2-波束1衰减量TMZ335源码,接收阵波束4方位角TMZ161工程值,发射阵1-波束4ALC控制量TMZ302工程值,接收阵-波束3衰减量TMZ377工程值,发射阵1-波束2ALC控制量TMZ300源码,发射阵2-波束1ALCTMZ319源码,发射阵2-波束2ALCTMZ320源码,变频转发器功放2功率TMZ208工程值,馈电2方位角TMZ154源码,接收阵波束1方位角TMZ155工程值,接收阵波束2方位角TMZ157源码,发射阵1-波束1ALC控制量TMZ299工程值,接收阵-波束1衰减量TMZ375源码,发射阵2-波束4ALC控制量TMZ342源码,发射阵1-波束1ALC控制量TMZ299源码,馈电1俯仰角TMZ150源码,接收阵波束3俯仰角TMZ160工程值,发射阵2-波束4ALC控制量TMZ342工程值,接收阵-波束3衰减量TMZ377源码,发射阵1-波束1衰减量TMZ295源码,发射阵2-波束2ALC控制量TMZ340工程值,发射阵1-波束2ALCTMZ280工程值,发射阵1-波束2ALC控制量TMZ300工程值,发射阵2-波束状态TMZ323源码,接收阵-波束1信道化控制量TMZ379工程值,接收阵波束1俯仰角TMZ156工程值
2025-02-20 10:16:22.627,36,39.77999878,257.17999268,39.77000046,非等通量,0.0,75.0,1.23901367,0.0,49,0.0,0f89,80.0,6476,2fd0,256.95001221,0.85571289,255.0,0.0,645f,0.0,26.0,0.0,77.0,1de0,1.25854492,0f89,2.48046875,25,0c,4e,6476,21,26.0,0.0,77.0,0.0,0.0,-10.03002834,73.0,0.0,4b,35.0,2.32421875,18.0,-92.0,4070,0f89,0.0,38,13,0.0,1da0,34.76028824,26,23,0.0,19.0,26.0,7f,37.0,0.93383789,1.04125977,0.0,0f89,路径补偿,4d,2bd0,1a,0.0,33.0,开启,8.0,ff,0000,1a,3f70,0.0,42,50,57,0.0,257.17999268,6476,1.05712891,0.58349609,0.0,39.77000046,0.0,257.17999268,87.0,26.0,59,3620,3550,33.20774078,0000,257.17999268,6476,87.0,1a,49,57,0f8a,39.77000046,73.0,1a,0.0,78.0,0.57861328,89.0,ff,38.0,39.77000046
2025-02-20 10:16:30.627,36,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,0d,,,,,,,,,-9.55100727,73.0,,,,,18.0,,,,,,,,,34.76028824,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-20 10:16:38.627,36,,,,,,,,,4a,,,,,,,,,,,,,,,,,,,,0d,,,,,,,,,-9.55100727,74.0,,,,,18.0,,,,,,,,,34.76028824,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-20 10:16:46.627,36,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,0c,,,,,,,,,-10.03002834,73.0,,,,,18.0,,,,,,,,,34.91716766,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-20 10:16:54.627,36,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,0c,,,,,,,,,-10.03002834,72.0,,,,,18.0,,,,,,,,,34.91716766,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-20 10:17:02.627,36,,,,,,,,,4a,,,,,,,,,,,,,,,,,,,,0d,,,,,,,,,-9.55100727,74.0,,,,,18.0,,,,,,,,,35.07112122,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-20 10:17:10.627,36,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,0c,,,,,,,,,-10.03002834,73.0,,,,,18.0,,,,,,,,,35.07112122,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-20 10:17:18.627,36,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,0d,,,,,,,,,-9.55100727,73.0,,,,,18.0,,,,,,,,,35.2223587,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-20 10:17:26.627,36,43.22000122,236.08000183,43.18000031,非等通量,0.0,75.0,1.14135742,0.0,49,0.0,10de,79.0,5c38,3250,235.8999939,0.87768555,255.0,0.0,5c26,0.0,26.0,0.0,77.0,1a70,1.22314453,10de,2.48046875,24,0c,4d,5c38,20,26.0,0.0,76.0,0.0,0.0,-10.03002834,73.0,0.0,4b,33.0,2.32421875,18.0,-92.0,3ea0,10de,0.0,3a,13,0.0,1e70,35.2223587,24,21,0.0,19.0,26.0,7f,36.0,0.98266602,0.99487305,0.0,10de,路径补偿,4c,2cf0,1a,0.0,32.0,开启,8.0,ff,0000,1a,3a70,0.0,45,4f,58,0.0,236.08000183,5c38,1.07421875,0.51635742,0.0,43.18000031,0.0,236.08000183,88.0,26.0,59,3700,32f0,33.59851837,0000,236.08000183,5c38,86.0,1a,49,56,10e2,43.18000031,73.0,1a,0.0,77.0,0.59448242,89.0,ff,36.0,43.18000031
2025-02-20 10:17:34.627,36,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,0c,,,,,,,,,-10.03002834,71.0,,,,,18.0,,,,,,,,,35.51743317,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-20 10:17:42.627,36,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,0c,,,,,,,,,-10.03002834,72.0,,,,,18.0,,,,,,,,,35.51743317,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-20 10:17:50.627,36,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,0c,,,,,,,,,-10.03002834,72.0,,,,,18.0,,,,,,,,,35.66162491,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-20 10:17:58.627,36,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,0c,,,,,,,,,-10.03002834,72.0,,,,,18.0,,,,,,,,,35.94412613,,,,,,,,,,,,,,,,,,,,,,,,,4a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-20 10:18:06.627,36,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,0b,,,,,,,,,-10.52402973,72.0,,,,,18.0,,,,,,,,,36.08272171,,,,,,,,,,,,,,,,,,,,,,,,,4b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-20 10:18:14.629,36,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,0b,,,,,,,,,-10.52402973,70.0,,,,,18.0,,,,,,,,,36.08272171,,,,,,,,,,,,,,,,,,,,,,,,,4b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-20 10:18:22.629,36,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,0b,,,,,,,,,-10.52402973,72.0,,,,,18.0,,,,,,,,,36.08272171,,,,,,,,,,,,,,,,,,,,,,,,,4b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-20 10:18:30.629,36,47.93000031,0.0,60.0,非等通量,0.0,71.0,1.15966797,0.0,47,0.0,1770,75.0,0000,3200,221.25999451,0.8190918,255.0,0.0,566e,0.0,26.0,0.0,77.0,1b30,1.24023438,1770,2.5,20,0b,49,0000,1c,26.0,0.0,73.0,0.0,0.0,-10.52402973,71.0,0.0,47,29.0,2.32421875,18.0,-92.0,3f80,1770,0.0,41,13,0.0,2160,36.48938751,20,1d,0.0,19.0,26.0,80,32.0,0.9765625,1.04370117,0.0,1770,路径补偿,49,29f0,1a,0.0,28.0,开启,8.0,ff,0000,1a,3b60,0.0,4e,4b,53,0.0,0.0,0000,1.04614258,0.53100586,0.0,60.0,0.0,0.0,83.0,26.0,55,3590,3570,34.82546997,0000,0.0,0000,83.0,1a,47,53,12b9,60.0,71.0,1a,0.0,73.0,0.65185547,85.0,ff,32.0,60.0
2025-02-20 10:18:38.629,36,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,05,,,,,,,,,-13.82371902,39.0,,,,,18.0,,,,,,,,,27.62292671,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-20 10:18:46.629,36,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,05,,,,,,,,,-13.82371902,39.0,,,,,18.0,,,,,,,,,27.62292671,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-20 10:18:54.629,36,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,05,,,,,,,,,-13.82371902,39.0,,,,,18.0,,,,,,,,,27.62292671,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-20 10:19:02.629,36,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,05,,,,,,,,,-13.82371902,39.0,,,,,18.0,,,,,,,,,27.62292671,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-20 10:19:10.628,36,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,05,,,,,,,,,-13.82371902,39.0,,,,,18.0,,,,,,,,,27.62292671,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-20 10:19:18.627,36,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,05,,,,,,,,,-13.82371902,39.0,,,,,18.0,,,,,,,,,27.22854614,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-20 10:19:26.628,36,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,05,,,,,,,,,-13.82371902,39.0,,,,,18.0,,,,,,,,,27.22854614,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-20 10:21:42.627,2a,0.0,0.0,60.0,非等通量,52.0,38.0,1.19506836,34.0,27,34.0,1770,36.0,0000,3150,0.0,0.8203125,255.0,34.0,0000,52.0,26.0,0.0,5.0,1d00,1.19262695,1770,0.09765625,3f,05,29,0000,3f,26.0,52.0,35.0,52.0,52.0,-13.82371902,39.0,52.0,26,63.0,0.09765625,21.0,-92.0,3d10,1770,0.0,05,ff,34.0,1fa0,4.53732252,3f,3f,52.0,255.0,26.0,05,63.0,0.96313477,0.98144531,34.0,1770,路径补偿,23,2a00,1a,0.0,63.0,关闭,8.0,ff,0000,1a,3d30,52.0,05,24,2b,34.0,0.0,0000,1.07543945,0.56640625,0.0,60.0,34.0,0.0,43.0,26.0,29,3710,3240,5.35379028,0000,0.0,0000,38.0,1a,27,26,0000,60.0,39.0,1a,34.0,41.0,0.61767578,41.0,00,63.0,60.0
2025-02-20 10:38:46.626,2a,0.0,0.0,60.0,非等通量,52.0,38.0,1.19506836,34.0,27,34.0,1770,36.0,0000,3150,0.0,0.8203125,255.0,34.0,0000,52.0,26.0,0.0,5.0,1d00,1.19262695,1770,0.09765625,3f,05,29,0000,3f,26.0,52.0,35.0,52.0,52.0,-13.82371902,39.0,52.0,26,63.0,0.09765625,21.0,-92.0,3d10,1770,0.0,05,ff,34.0,1fa0,4.53732252,3f,3f,52.0,255.0,26.0,05,63.0,0.96313477,0.98144531,34.0,1770,路径补偿,23,2a00,1a,0.0,63.0,关闭,8.0,ff,0000,1a,3d30,52.0,05,24,2b,34.0,0.0,0000,1.07543945,0.56640625,0.0,60.0,34.0,0.0,43.0,26.0,29,3710,3240,5.35379028,0000,0.0,0000,38.0,1a,27,26,0000,60.0,39.0,1a,34.0,41.0,0.61767578,41.0,00,63.0,60.0
2025-02-20 10:55:50.624,2a,0.0,180.0,60.0,非等通量,52.0,38.0,1.19506836,34.0,27,34.0,1770,36.0,4650,3150,0.0,0.8203125,255.0,34.0,0000,52.0,26.0,0.0,5.0,1d00,1.19262695,1770,0.09765625,3f,05,29,4650,3f,26.0,52.0,35.0,52.0,52.0,-13.82371902,39.0,52.0,26,63.0,0.09765625,21.0,-92.0,3d10,1770,0.0,05,ff,34.0,1fa0,4.53732252,3f,3f,52.0,255.0,26.0,05,63.0,0.96313477,0.98144531,34.0,1770,路径补偿,23,2a00,1a,0.0,63.0,关闭,8.0,ff,0000,1a,3d30,52.0,05,24,2b,34.0,180.0,4650,1.07543945,0.56640625,0.0,60.0,34.0,180.0,43.0,26.0,29,3710,3240,5.35379028,0000,180.0,4650,38.0,1a,27,26,0000,60.0,39.0,1a,34.0,41.0,0.61767578,41.0,00,63.0,60.0
2025-02-20 11:12:55.627,2a,0.0,180.0,60.0,非等通量,52.0,38.0,1.19506836,34.0,27,34.0,1770,36.0,4650,3150,0.0,0.8203125,255.0,34.0,0000,52.0,26.0,0.0,5.0,1d00,1.19262695,1770,0.09765625,3f,05,29,4650,3f,26.0,52.0,35.0,52.0,52.0,-13.82371902,39.0,52.0,26,63.0,0.09765625,21.0,-92.0,3d10,1770,0.0,05,ff,34.0,1fa0,4.53732252,3f,3f,52.0,255.0,26.0,05,63.0,0.96313477,0.98144531,34.0,1770,路径补偿,23,2a00,1a,0.0,63.0,关闭,8.0,ff,0000,1a,3d30,52.0,05,24,2b,34.0,180.0,4650,1.07543945,0.56640625,0.0,60.0,34.0,180.0,43.0,26.0,29,3710,3240,5.35379028,0000,180.0,4650,38.0,1a,27,26,0000,60.0,39.0,1a,34.0,41.0,0.61767578,41.0,00,63.0,60.0
2025-02-20 11:29:59.626,2a,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,05,,,,,,,,,-13.82371902,39.0,,,,,21.0,,,,,,,,,4.53732252,,,,,,,,,,,,,,,,,,,,,,,,,05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-20 11:47:03.627,2a,0.0,180.0,60.0,非等通量,52.0,38.0,1.19506836,34.0,27,34.0,1770,36.0,4650,3150,0.0,0.8203125,255.0,34.0,0000,52.0,26.0,0.0,5.0,1d00,1.19262695,1770,0.09765625,3f,05,29,4650,3f,26.0,52.0,35.0,52.0,52.0,-13.82371902,39.0,52.0,26,63.0,0.09765625,21.0,-92.0,3d10,1770,0.0,05,ff,34.0,1fa0,4.53732252,3f,3f,52.0,255.0,26.0,05,63.0,0.96313477,0.98144531,34.0,1770,路径补偿,23,2a00,1a,0.0,63.0,关闭,8.0,ff,0000,1a,3d30,52.0,05,24,2b,34.0,180.0,4650,1.07543945,0.56640625,0.0,60.0,34.0,180.0,43.0,26.0,29,3710,3240,5.35379028,0000,180.0,4650,38.0,1a,27,26,0000,60.0,39.0,1a,34.0,41.0,0.61767578,41.0,00,63.0,60.0
2025-02-20 11:53:03.627,16,,,,,,,,,7e,,,,,,,,,,,,,,,,,,,,05,,,,,,,,,-13.82371902,126.0,,,,,18.5,,,,,,,,,27.62292671,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-20 11:53:11.616,16,,,,,,,,,7e,,,,,,,,,,,,,,,,,,,,05,,,,,,,,,-13.82371902,126.0,,,,,18.5,,,,,,,,,27.62292671,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-20 11:53:19.626,16,,,,,,,,,7e,,,,,,,,,,,,,,,,,,,,05,,,,,,,,,-13.82371902,126.0,,,,,18.5,,,,,,,,,27.62292671,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-20 11:53:27.626,16,,,,,,,,,7e,,,,,,,,,,,,,,,,,,,,05,,,,,,,,,-13.82371902,126.0,,,,,18.5,,,,,,,,,27.62292671,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-20 11:53:35.627,16,,,,,,,,,7e,,,,,,,,,,,,,,,,,,,,05,,,,,,,,,-13.82371902,126.0,,,,,18.5,,,,,,,,,27.62292671,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-20 11:53:43.627,16,,,,,,,,,7e,,,,,,,,,,,,,,,,,,,,05,,,,,,,,,-13.82371902,126.0,,,,,18.5,,,,,,,,,27.62292671,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-20 11:53:51.627,16,,,,,,,,,54,,,,,,,,,,,,,,,,,,,,0f,,,,,,,,,-8.63644886,84.0,,,,,18.5,,,,,,,,,36.62225342,,,,,,,,,,,,,,,,,,,,,,,,,4f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-20 11:53:59.629,16,,,,,,,,,54,,,,,,,,,,,,,,,,,,,,0f,,,,,,,,,-8.63644886,84.0,,,,,18.5,,,,,,,,,36.35523987,,,,,,,,,,,,,,,,,,,,,,,,,4d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-20 11:54:07.626,16,,,,,,,,,54,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,-8.2001915,84.0,,,,,18.5,,,,,,,,,36.35523987,,,,,,,,,,,,,,,,,,,,,,,,,4d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-20 11:54:15.627,16,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,-8.2001915,86.0,,,,,18.5,,,,,,,,,35.8038063,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-20 11:54:23.626,16,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,-8.2001915,87.0,,,,,18.5,,,,,,,,,35.66162491,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-20 11:54:31.627,16,42.13999939,358.57000732,42.29999924,非等通量,0.0,88.0,1.22680664,0.0,57,0.0,1086,85.0,8c11,3250,359.14001465,0.82763672,255.0,0.0,8c4a,0.0,26.0,0.0,76.0,1c40,1.19262695,1086,2.48046875,23,11,58,8c11,1f,26.0,0.0,84.0,0.0,0.0,-7.77747488,87.0,0.0,58,32.0,2.3046875,18.5,-92.0,3d10,1086,0.0,3b,12,0.0,1fb0,35.51743317,23,20,0.0,18.0,26.0,7f,35.0,0.98266602,1.02905273,0.0,1086,路径补偿,54,2a60,1a,0.0,31.0,开启,8.0,ff,0000,1a,3ed0,0.0,47,55,5a,0.0,358.57000732,8c11,1.0534668,0.55175781,0.0,42.29999924,0.0,358.57000732,90.0,26.0,59,35f0,34b0,33.78635406,0000,358.57000732,8c11,87.0,1a,57,57,1076,42.29999924,87.0,1a,0.0,88.0,0.61889648,89.0,ff,35.0,42.29999924
2025-02-20 11:54:39.629,16,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,-7.36795092,88.0,,,,,18.5,,,,,,,,,35.07112122,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-20 11:54:47.629,16,,,,,,,,,59,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,-6.97127533,89.0,,,,,18.5,,,,,,,,,35.2223587,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-20 11:54:55.628,16,,,,,,,,,5a,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,-6.58710718,90.0,,,,,18.5,,,,,,,,,34.76028824,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-20 11:55:03.628,16,,,,,,,,,5a,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,-6.58710718,90.0,,,,,18.5,,,,,,,,,34.43688202,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-20 11:55:11.629,16,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,-6.58710718,88.0,,,,,18.5,,,,,,,,,34.43688202,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-20 11:55:19.627,16,,,,,,,,,59,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,-5.85495472,89.0,,,,,18.5,,,,,,,,,34.26989365,,,,,,,,,,,,,,,,,,,,,,,,,3f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-20 11:55:27.626,16,,,,,,,,,5a,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,-5.85495472,90.0,,,,,18.5,,,,,,,,,33.92409515,,,,,,,,,,,,,,,,,,,,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-20 11:55:35.626,16,,,,,,,,,5a,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,-5.85495472,90.0,,,,,18.5,,,,,,,,,33.74475479,,,,,,,,,,,,,,,,,,,,,,,,,3c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-20 11:55:43.626,16,,,,,,,,,5b,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,-5.50631189,91.0,,,,,18.5,,,,,,,,,33.74475479,,,,,,,,,,,,,,,,,,,,,,,,,3c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-20 11:55:51.627,16,,,,,,,,,5b,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,-5.85495472,91.0,,,,,18.5,,,,,,,,,33.74475479,,,,,,,,,,,,,,,,,,,,,,,,,3c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-20 11:55:59.627,16,,,,,,,,,5b,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,-5.50631189,91.0,,,,,18.5,,,,,,,,,32.97776413,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-20 11:56:07.627,16,,,,,,,,,5b,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,-5.85495472,91.0,,,,,18.5,,,,,,,,,32.77206421,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-20 11:56:15.627,16,,,,,,,,,5a,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,-6.21511078,90.0,,,,,18.5,,,,,,,,,32.34159851,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-20 11:56:23.627,16,,,,,,,,,5a,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,-6.21511078,90.0,,,,,18.5,,,,,,,,,32.34159851,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-20 11:56:31.627,16,,,,,,,,,59,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,-6.21511078,89.0,,,,,18.5,,,,,,,,,32.34159851,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-20 11:56:39.626,16,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,-5.85495472,88.0,,,,,18.5,,,,,,,,,32.11612701,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-20 11:56:47.626,36,,,,,,,,,5a,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,-6.21511078,90.0,,,,,18.0,,,,,,,,,32.56012344,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
